rail_zenith[°],  wind_angle[°],  wind_speed[m/s], acc_noise[m/s²], gyro_noise[m/s²], baro_noise[m/s²], wind_gust_x[m/s], wind_gust_y[m/s], end_burn[s], used_propellant[kg], apogee_error[m], Kalman error_x[m], Kalman error_y[m], Kalman error_z[m]
8.53 109.47 11.86 0.01563 0.00953 0.63 0.92 9.64 7.12 9.30 -20.8 23.8 16.4 0.1 1.2 0.9 0.0 0.04282
4.26 142.50 13.93 0.05683 0.04735 0.18 9.66 4.72 6.59 8.99 29.9 -30.6 110.3 -0.0 -0.9 5.1 -0.5 0.04756
4.40 170.85 12.97 0.01756 0.04265 0.86 6.63 8.59 6.41 8.89 -27.0 105.5 -5.1 -0.5 5.4 -0.8 0.8 0.05107
2.33 85.24 12.31 0.03683 0.03052 0.51 8.85 3.64 6.71 9.06 -1.5 71.8 75.6 -0.1 2.7 4.1 0.1 0.04070
3.55 84.34 8.31 0.19689 0.04902 0.74 6.63 6.75 6.43 8.91 -29.8 198.9 85.3 -0.1 9.5 5.0 0.7 0.04725
1.35 8.91 11.74 0.01515 0.03364 0.12 6.08 8.86 6.96 9.22 -27.3 101.9 -8.1 -0.1 6.4 -1.5 0.4 0.04249
0.32 2.05 3.95 0.11665 0.01506 0.21 0.08 9.46 6.18 8.74 -35.0 33.4 -17.5 0.1 2.4 -1.0 0.5 0.04689
6.50 4.36 1.02 0.01307 0.01174 0.51 0.66 7.66 6.74 8.91 -63.7 33.7 -12.4 -0.1 1.8 -0.3 0.4 0.04150
4.20 26.60 10.07 0.18097 0.03975 0.70 3.22 5.20 6.80 9.20 -21.3 -161.5 -28.7 0.2 -7.4 -0.1 -1.0 0.05547
0.07 92.99 1.39 0.10508 0.03229 0.73 1.53 5.58 6.31 8.73 -36.3 -96.2 29.8 0.0 -5.3 2.8 -0.1 0.04950
1.38 22.68 12.83 0.09363 0.01096 0.68 5.73 6.01 7.04 9.28 -72.1 -9.7 4.5 0.2 -0.5 0.3 0.5 0.05581
3.87 172.16 8.24 0.07434 0.02759 0.27 0.15 6.35 6.61 8.84 49.5 116.0 164.4 0.1 5.3 7.9 -0.2 0.05300
7.68 79.09 6.09 0.19147 0.02916 0.16 6.07 4.52 6.61 8.99 -29.4 4.6 -158.4 -0.1 0.6 -7.6 -0.3 0.04936
1.64 59.02 11.41 0.02845 0.02294 0.45 1.93 4.80 6.80 9.12 10.7 64.7 44.7 0.0 3.3 2.0 0.7 0.04188
4.50 48.72 0.21 0.12427 0.00399 0.64 3.05 2.81 6.39 8.78 37.1 6.3 -5.5 0.0 0.4 -0.0 -0.1 0.04287
0.47 63.71 7.52 0.02483 0.03101 0.81 8.15 8.39 6.26 8.79 9.6 -107.4 -33.3 0.4 -4.4 -1.2 0.8 0.04106
9.77 8.27 3.02 0.01589 0.00380 0.64 0.56 4.04 6.68 9.12 23.8 4.1 -2.7 -0.3 0.6 -0.1 -0.8 0.04014
9.53 43.80 12.65 0.12423 0.03903 0.80 5.80 6.04 7.44 9.84 -42.5 -50.0 294.5 0.3 -2.2 15.1 -1.9 0.04018
1.48 122.20 1.61 0.15098 0.00598 0.71 7.19 3.01 6.39 8.74 24.5 -21.3 -15.8 0.1 -0.8 -0.9 -0.3 0.04465
2.75 140.51 0.04 0.04001 0.04527 0.85 6.67 3.75 6.70 8.84 -20.3 11.9 -87.9 -0.2 1.4 -4.9 -0.6 0.04227
7.43 15.41 12.22 0.05431 0.04962 0.31 0.59 0.75 7.14 9.64 -43.0 59.2 -144.8 0.2 3.9 -8.4 0.5 0.05223
4.45 164.52 12.63 0.18754 0.03334 0.09 7.11 9.34 6.59 8.94 10.2 57.8 21.3 0.0 2.5 1.4 -0.1 0.04123
2.65 58.93 2.17 0.07500 0.00601 0.54 5.02 4.10 6.66 8.86 26.0 -6.2 -11.8 -0.2 -0.4 -0.5 -1.5 0.05036
5.75 66.90 6.20 0.04236 0.02544 0.52 7.81 2.77 6.52 8.90 -55.1 44.6 -138.7 0.1 2.8 -6.4 1.0 0.04864
4.19 131.95 4.13 0.18614 0.02608 0.69 8.82 7.29 6.41 8.76 18.2 89.5 59.3 -0.1 4.4 3.5 0.1 0.04474
8.71 30.50 6.48 0.14771 0.02672 0.13 4.90 9.65 6.94 9.30 -80.9 20.0 -59.0 0.0 0.8 -2.7 -0.1 0.04378
6.11 88.05 9.51 0.13297 0.04588 0.49 3.33 3.72 7.05 9.15 -67.1 109.6 -180.2 0.0 6.3 -10.1 0.5 0.05074
8.02 5.06 8.73 0.02787 0.00927 0.36 7.59 3.67 6.83 9.31 -9.4 -4.7 -4.6 0.2 0.1 0.0 0.0 0.05219
5.02 133.74 8.11 0.15174 0.03412 0.69 9.20 7.29 6.26 8.77 23.5 -27.4 77.7 0.1 -1.0 3.8 0.6 0.04662
7.76 175.94 13.03 0.06869 0.03209 0.63 6.07 8.32 6.50 8.84 22.4 25.9 77.2 -0.1 2.0 3.2 0.5 0.04474
0.17 171.61 14.07 0.02337 0.01375 0.56 1.06 5.18 6.86 9.25 -31.2 -12.4 -12.6 0.0 -0.2 -0.7 -0.2 0.05133
5.82 118.16 0.73 0.02895 0.04033 1.00 2.17 0.53 6.40 8.78 -63.4 -33.7 192.0 0.8 -1.0 9.5 0.8 0.05494
1.60 103.80 9.40 0.17593 0.03988 0.01 4.14 0.46 6.76 8.98 -56.3 65.5 126.0 0.0 2.9 5.6 0.4 0.04744
9.21 106.92 8.01 0.10615 0.01113 0.81 7.72 3.38 6.98 9.07 -21.3 33.6 -53.2 0.4 1.9 -2.4 0.1 0.05123
0.43 130.03 13.87 0.03903 0.03068 0.86 5.31 5.91 6.65 9.15 -82.4 67.8 32.4 -0.2 3.7 2.2 0.7 0.05314
5.97 113.12 10.98 0.03271 0.03869 0.67 2.06 5.97 6.59 9.01 -16.7 -28.6 -182.7 -0.1 -0.0 -8.6 0.1 0.05505
8.18 159.02 4.97 0.15955 0.04627 0.66 4.65 6.05 6.46 8.80 -10.7 -16.5 -36.5 -0.3 -0.4 -2.4 -0.3 0.05502
4.18 26.57 3.76 0.07551 0.00693 0.32 8.62 5.32 6.49 8.83 -13.8 -1.5 -0.2 -0.1 -0.0 0.1 0.1 0.04700
7.58 146.11 4.76 0.18732 0.00039 0.85 1.53 1.50 6.41 8.78 12.2 5.4 9.3 -0.4 -0.1 0.2 0.0 0.04638
5.61 134.02 8.59 0.07014 0.00769 0.95 8.25 2.97 6.48 8.84 -17.2 -22.1 39.3 -0.2 -1.0 1.9 -1.1 0.04049
2.33 6.65 10.53 0.06158 0.00947 0.35 2.85 4.75 6.58 9.07 -44.1 44.9 35.7 -0.1 2.2 2.1 0.6 0.04964
7.32 21.25 12.90 0.02870 0.04754 0.26 5.80 0.24 7.33 9.71 -61.1 66.5 -223.5 -0.0 3.6 -13.0 0.4 0.04069
5.69 115.70 12.26 0.12692 0.03474 0.37 8.03 8.76 6.62 9.03 -30.6 50.1 86.4 -0.3 2.3 4.2 -0.2 0.04565
7.26 36.57 3.62 0.07982 0.03255 0.31 4.62 0.50 6.54 8.96 4.3 123.4 57.2 -0.1 5.9 3.4 0.3 0.04348
7.37 132.97 11.17 0.09269 0.01714 0.17 8.48 7.42 6.80 8.95 -6.4 27.8 46.2 -0.1 1.0 2.1 0.4 0.05056
3.70 168.36 2.76 0.00389 0.04935 0.04 1.19 4.99 6.59 8.80 48.3 -73.3 16.0 -0.0 -3.8 0.5 0.1 0.05001
5.99 179.91 9.55 0.05044 0.04219 0.90 6.31 7.74 6.32 8.75 -15.0 58.9 -262.3 -0.6 3.4 -12.4 0.7 0.05200
9.54 4.45 6.00 0.15544 0.01735 0.24 9.83 1.30 6.73 9.17 -15.7 -1.9 -9.6 -0.1 0.4 -0.4 -0.3 0.05351
3.03 14.65 5.34 0.17852 0.04710 0.15 8.31 6.06 6.63 8.91 42.3 -73.6 55.7 -0.0 -3.8 1.3 -0.5 0.04802
2.05 70.37 6.35 0.04104 0.03108 0.28 5.99 7.82 6.40 8.85 -8.7 36.4 17.2 0.1 1.1 2.3 0.4 0.05354
8.89 143.74 13.98 0.15307 0.02078 0.16 9.60 8.55 6.45 8.90 -50.5 24.3 87.8 0.0 1.1 3.9 0.5 0.04245
7.43 16.87 3.45 0.11409 0.03170 0.00 3.42 9.57 6.83 9.06 -8.4 -29.9 2.9 0.0 -1.6 0.2 -0.7 0.05547
7.47 172.07 8.23 0.01132 0.01326 0.16 3.39 1.87 6.37 8.76 58.6 -15.8 66.0 -0.0 -0.8 3.1 0.1 0.05579
1.25 148.54 7.89 0.08988 0.03644 0.97 2.91 0.59 6.66 8.88 -3.6 -62.9 118.2 -0.3 -3.1 5.4 0.7 0.04212
1.86 113.45 8.85 0.03026 0.04275 0.61 3.84 9.30 6.59 8.91 -50.8 70.3 29.1 0.2 3.1 1.4 0.2 0.05340
6.31 162.77 9.05 0.03504 0.03774 0.94 7.62 4.19 6.30 8.77 -31.8 97.9 -210.8 -0.5 5.6 -11.8 0.1 0.05234
0.39 165.89 0.61 0.19637 0.00149 0.55 7.70 8.09 6.42 8.75 53.1 1.4 17.5 0.1 0.1 0.4 -0.3 0.05436
8.55 152.80 14.35 0.06274 0.01985 0.07 4.32 5.21 6.59 8.93 -52.4 19.6 -87.7 -0.0 0.8 -4.4 0.6 0.04955
1.18 137.23 4.72 0.19555 0.02756 0.18 4.07 1.08 6.36 8.75 32.7 -44.5 -6.6 0.0 -2.0 -0.2 0.8 0.04081
1.95 124.34 13.89 0.06487 0.02537 0.49 7.96 5.12 6.86 9.15 -17.3 -76.3 -17.2 -0.0 -3.9 0.0 0.1 0.05000
6.64 150.36 6.85 0.14372 0.03040 0.60 6.95 4.07 6.47 8.80 -2.7 0.7 51.8 -0.0 -0.3 2.6 -0.9 0.04646
5.67 27.97 8.06 0.09649 0.04261 0.21 0.09 9.60 6.91 9.22 -64.5 -2.5 89.8 -0.1 0.2 5.0 0.3 0.04637
4.35 104.78 12.90 0.09940 0.00985 0.80 4.31 3.02 6.83 9.17 -17.3 29.0 -22.6 0.3 1.3 -1.0 0.8 0.05454
1.25 111.39 7.09 0.02670 0.02321 0.84 3.37 4.84 6.42 8.82 -13.3 57.0 -27.4 -0.1 3.3 -1.7 0.6 0.05141
7.06 46.92 10.74 0.12807 0.03896 0.36 0.13 2.83 6.89 9.37 -21.1 82.0 51.8 -0.1 3.5 3.7 -0.2 0.04807
8.01 102.68 7.02 0.08089 0.04327 0.89 2.72 0.28 6.71 8.97 -38.4 120.8 144.0 -0.4 6.8 7.1 0.5 0.05202
5.29 118.91 2.84 0.09493 0.03237 0.37 7.37 7.04 6.64 8.85 9.2 113.3 4.1 0.0 5.7 -0.2 0.3 0.04941
4.20 104.48 4.77 0.14612 0.04739 0.36 8.79 3.22 6.41 8.77 -64.5 31.4 -95.2 -0.0 0.8 -3.3 0.9 0.04756
9.11 117.45 0.80 0.01949 0.00020 0.40 7.87 3.79 6.52 8.94 45.0 -0.7 1.4 0.1 -0.2 -0.3 0.0 0.05205
4.45 31.66 9.31 0.00473 0.02171 0.27 7.78 8.08 6.82 9.13 -2.3 14.1 -141.3 -0.1 0.7 -6.3 0.5 0.04880
6.43 81.71 13.42 0.10309 0.03707 0.34 1.41 6.53 6.76 9.35 -40.5 48.0 78.3 -0.1 2.9 5.1 0.0 0.04350
4.39 150.33 12.48 0.01768 0.02130 0.70 1.25 3.34 6.90 9.05 40.5 -55.6 38.2 -0.1 -2.1 1.9 -0.5 0.04155
0.24 9.25 8.80 0.19864 0.03054 0.72 7.56 4.03 6.52 8.89 -51.9 16.5 66.6 -0.1 0.9 3.3 0.3 0.05293
7.84 35.85 11.53 0.00652 0.04395 0.32 8.05 8.87 7.06 9.53 -29.9 -27.2 52.2 -0.0 -0.8 3.0 -0.4 0.04954
8.80 170.59 4.22 0.14658 0.01178 0.13 2.72 3.84 6.61 8.84 45.8 8.4 -97.5 -0.0 0.4 -4.6 0.1 0.05386
6.30 34.68 5.93 0.16905 0.04480 0.29 5.62 9.27 6.85 9.12 -42.0 -232.3 -295.0 -0.1 -10.6 -15.1 0.1 0.05219
4.86 66.39 4.46 0.08018 0.01694 0.64 4.68 5.34 6.49 8.86 -16.3 -31.1 -53.2 0.0 -1.0 -2.7 0.1 0.05179
5.49 147.77 10.23 0.08395 0.03060 0.24 2.16 7.95 6.59 8.93 -12.7 -112.7 -25.8 -0.2 -5.2 -0.6 -0.5 0.05162
4.45 147.47 8.05 0.14499 0.04767 0.39 3.22 7.51 6.46 8.81 -47.9 -246.0 14.6 -0.0 -11.9 0.6 0.3 0.04472
3.40 20.03 14.15 0.19448 0.04298 0.17 3.39 3.60 7.11 9.47 -65.9 255.4 120.2 -0.0 13.8 5.5 0.7 0.04959
4.21 147.25 3.51 0.12807 0.03955 0.56 5.27 9.14 6.40 8.78 32.1 -4.7 1.4 -0.1 0.6 0.4 -0.9 0.04274
8.46 42.27 13.26 0.00491 0.00293 0.61 1.06 0.86 7.58 9.85 -113.8 -8.1 -7.0 -0.0 0.0 -0.5 0.5 0.05084
1.58 76.47 0.73 0.02301 0.02682 0.52 2.44 2.49 6.33 8.75 -10.9 -93.3 51.7 -0.0 -5.0 2.7 -0.6 0.05334
4.27 40.33 10.16 0.18181 0.01806 0.36 4.40 0.57 6.89 9.20 -56.8 -47.5 18.6 0.1 -1.4 0.8 0.6 0.05586
1.29 132.87 14.07 0.01908 0.01803 0.29 7.51 4.92 6.91 9.19 -75.6 48.0 -6.0 -0.0 2.8 -0.7 0.1 0.04321
4.19 46.29 3.90 0.18028 0.01559 0.97 5.72 0.91 6.64 8.86 1.4 -52.6 -27.0 0.0 -2.4 -1.2 1.0 0.04963
2.19 150.23 11.73 0.01950 0.01626 0.04 7.82 2.79 6.63 8.97 -51.8 -15.6 -41.6 -0.0 -0.7 -1.1 -0.1 0.04619
1.53 124.88 1.03 0.18752 0.03531 0.15 0.26 8.10 6.65 8.82 27.7 22.7 -38.6 -0.0 0.7 -2.6 -0.5 0.04563
5.77 7.32 7.28 0.13575 0.03410 0.60 8.64 2.34 6.63 9.04 -35.1 54.0 20.4 0.0 3.3 1.8 0.2 0.05561
0.61 137.32 3.00 0.00993 0.01878 0.93 7.66 4.43 6.28 8.73 9.7 45.8 115.2 -0.1 2.3 6.1 0.6 0.05539
6.30 172.79 13.05 0.19435 0.00367 0.01 2.02 1.64 6.50 8.88 -38.7 -17.6 -8.0 -0.0 -0.5 -0.4 0.2 0.04354
4.62 152.61 0.24 0.09199 0.04796 0.23 9.03 8.11 6.64 8.87 16.2 -42.8 22.4 0.0 -2.4 1.2 -0.0 0.04037
1.93 15.32 0.43 0.09336 0.02612 0.14 9.63 1.03 6.30 8.72 -33.4 57.3 -2.5 -0.1 3.3 -0.2 0.1 0.04818
4.71 149.72 13.67 0.06201 0.01557 0.41 9.27 2.41 6.54 8.93 38.6 -72.4 16.3 0.1 -3.0 0.7 0.3 0.05175
5.44 135.36 1.38 0.12244 0.04082 0.20 6.81 3.63 6.39 8.78 9.6 -86.8 -93.4 -0.0 -4.7 -4.9 0.2 0.04771
9.95 6.14 6.95 0.09201 0.01994 0.20 6.64 2.80 6.98 9.38 -1.0 -3.8 -89.7 -0.0 -0.4 -4.1 -0.5 0.04070
2.93 65.57 11.76 0.10320 0.01066 0.22 0.43 8.80 7.10 9.29 -6.0 -16.0 48.9 0.0 -0.4 1.7 -0.0 0.05353
4.57 13.09 14.03 0.11572 0.02912 0.34 2.95 4.81 7.09 9.56 -79.7 -1.9 -83.5 0.0 -0.6 -5.5 0.2 0.04222
5.49 110.33 8.78 0.02345 0.02927 0.00 1.14 4.83 6.63 8.95 -30.5 26.9 80.6 -0.0 1.3 3.9 -0.1 0.04086
2.22 174.75 9.61 0.19177 0.04540 0.91 3.87 2.99 6.57 8.90 -20.2 157.6 156.3 -0.3 8.5 8.2 -0.4 0.05073
5.55 86.64 6.92 0.17485 0.01261 0.33 8.71 8.78 6.74 8.97 -61.3 -42.2 -35.0 -0.1 -1.7 -2.1 0.5 0.04881
0.74 113.50 12.35 0.13315 0.01827 0.28 2.95 2.10 6.86 9.15 -35.5 0.7 -18.8 -0.1 -0.0 -0.3 -0.1 0.04332
7.35 77.73 10.29 0.07807 0.03941 0.80 3.50 7.90 6.73 9.24 -27.0 9.7 -72.6 -0.2 0.9 -3.5 -0.4 0.04670
3.90 144.69 4.24 0.16909 0.04879 0.63 7.82 5.74 6.30 8.75 -34.5 -221.2 -45.1 0.2 -10.1 -1.9 0.1 0.04169
9.93 81.66 2.13 0.17806 0.00285 0.92 4.03 7.46 6.79 9.06 22.4 -20.3 0.9 -0.0 -0.6 -0.2 0.1 0.04881
