rail_zenith[°],  wind_angle[°],  wind_speed[m/s], acc_noise[m/s²], gyro_noise[m/s²], baro_noise[m/s²], wind_gust_x[m/s], wind_gust_y[m/s], end_burn[s], used_propellant[kg], apogee_error[m], Kalman error_x[m], Kalman error_y[m], Kalman error_z[m]
3.17 37.73 0.22 0.10073 0.03640 0.88 2.01 7.45 6.50 8.79 40.2 -73.7 68.2 0.2 -2.8 3.3 -0.7 0.04538
8.43 151.73 12.81 0.13019 0.02981 0.11 5.13 9.24 6.82 9.00 4.4 -110.2 -57.6 -0.1 -4.6 -3.1 -0.2 0.04423
9.60 125.31 3.82 0.19111 0.00409 0.62 1.51 7.63 6.41 8.91 35.4 7.4 -10.5 -0.2 0.1 -0.4 -0.2 0.04577
7.06 125.45 3.72 0.10202 0.03823 0.91 8.65 6.81 6.43 8.87 -0.8 -231.6 -74.1 -0.2 -11.1 -4.4 -0.7 0.04184
4.96 143.79 9.84 0.04512 0.02241 0.53 6.94 7.26 6.83 8.95 -1.6 4.0 41.8 -0.1 0.2 1.8 -0.6 0.04454
3.79 1.54 9.82 0.01662 0.03509 0.69 4.66 1.97 6.53 9.13 -56.5 58.4 -5.0 0.5 3.1 -0.9 -0.8 0.05510
7.75 74.94 11.47 0.02317 0.01326 0.28 3.57 5.26 7.19 9.43 -58.0 -64.8 0.5 -0.1 -3.0 -0.1 -0.0 0.05196
5.62 15.74 14.29 0.00184 0.02936 0.66 3.70 7.59 7.33 9.69 -86.9 13.0 59.6 -0.0 0.9 3.0 -0.3 0.05156
2.21 155.52 4.16 0.14762 0.01615 0.86 9.92 4.61 6.37 8.73 40.6 6.6 -75.2 -0.3 0.5 -3.4 0.3 0.04930
4.78 68.87 12.90 0.04213 0.01529 0.25 3.93 0.63 6.82 9.30 -35.7 -93.6 -75.7 0.0 -4.2 -4.4 -0.6 0.05540
5.05 91.20 11.93 0.14975 0.04659 0.22 8.20 5.85 6.92 9.16 14.1 154.0 66.0 0.1 6.4 4.2 0.2 0.04173
6.79 51.29 11.59 0.00206 0.00452 0.72 8.23 0.99 7.06 9.37 -69.1 -15.3 1.7 0.3 -0.3 -0.0 0.3 0.04434
8.98 170.03 5.66 0.03015 0.02029 0.11 2.36 2.54 6.39 8.78 51.2 -54.3 68.7 0.0 -3.1 3.7 -0.2 0.05433
2.47 107.05 12.21 0.12559 0.03500 0.69 5.66 0.27 6.75 9.07 -51.4 -60.4 -91.7 -0.1 -1.8 -4.2 0.2 0.04322
0.85 24.58 5.13 0.03782 0.01819 0.11 6.04 5.66 6.75 8.86 43.0 -93.5 19.0 -0.0 -4.0 0.9 0.9 0.04960
3.22 71.54 4.98 0.11009 0.04086 0.60 9.89 9.64 6.46 8.81 0.3 -29.1 -82.1 -0.1 -2.2 -3.5 -0.0 0.04467
2.41 138.08 1.72 0.15159 0.03212 0.61 7.68 5.76 6.40 8.74 26.5 55.5 -65.9 -0.1 3.0 -4.3 0.2 0.04530
6.19 44.40 4.40 0.19691 0.03274 0.85 5.30 5.30 6.46 8.93 -44.5 28.5 -49.7 0.0 1.6 -2.4 -0.1 0.05233
6.33 144.36 2.95 0.19161 0.04792 0.11 0.11 6.59 6.38 8.78 11.0 96.8 -14.1 -0.0 4.4 -0.2 -0.0 0.05418
5.29 26.87 2.60 0.18160 0.03667 0.03 7.38 1.30 6.37 8.83 26.9 20.1 -8.0 -0.0 1.5 -0.6 -0.2 0.05443
6.64 163.62 14.68 0.11633 0.01600 0.76 6.41 8.94 6.57 8.96 14.5 19.2 -63.9 0.1 1.4 -2.9 0.2 0.04048
9.58 147.42 10.79 0.01615 0.04565 0.80 8.71 8.77 6.66 8.93 28.8 -319.1 -12.6 -0.1 -15.2 -0.7 -0.8 0.04073
9.95 138.92 8.42 0.15651 0.04896 0.75 4.55 2.19 6.36 8.80 -60.3 -71.8 -88.5 0.1 -3.0 -5.4 1.7 0.05054
5.38 119.11 4.94 0.11974 0.04361 0.45 9.74 5.74 6.60 8.85 45.9 -63.6 -96.2 -0.1 -4.4 -5.3 -0.1 0.05341
0.70 85.94 8.42 0.00515 0.02103 0.67 8.03 2.24 6.28 8.85 18.7 31.7 45.6 -0.1 1.6 2.5 -0.1 0.04317
6.02 116.63 5.81 0.04374 0.01630 0.87 0.33 10.00 6.60 8.93 -36.7 43.6 1.4 -0.0 1.8 0.0 -0.7 0.04323
3.68 106.44 6.76 0.15171 0.01030 0.02 0.43 5.81 6.66 8.95 52.9 -42.0 16.5 -0.0 -1.6 0.6 -2.0 0.04973
5.98 155.59 12.00 0.03687 0.02560 0.52 4.27 7.11 6.58 8.91 -39.1 101.3 -10.4 -0.0 5.4 -0.8 0.4 0.05541
9.27 136.60 14.45 0.16942 0.01021 0.43 6.83 6.21 7.08 9.20 39.0 -51.5 26.4 0.0 -2.5 1.0 -1.6 0.04978
1.15 132.88 13.00 0.18704 0.00107 0.69 2.29 4.85 6.76 9.11 -31.4 5.9 4.0 -0.1 0.3 -0.3 0.8 0.05445
4.73 0.33 1.66 0.11911 0.01771 0.37 2.62 1.97 6.47 8.80 -13.4 32.3 -21.8 0.1 1.8 -0.4 0.6 0.05372
8.26 75.69 2.61 0.07076 0.03927 0.70 6.82 9.40 6.59 8.96 -27.0 153.1 -119.8 0.2 7.6 -5.4 -0.2 0.04718
8.98 51.52 12.09 0.03690 0.00082 0.61 5.78 4.73 7.18 9.57 -111.0 -3.0 -2.3 -0.4 -0.2 -0.2 1.1 0.04861
7.26 51.33 4.84 0.10692 0.03718 0.69 9.71 4.36 6.51 8.94 -30.7 -16.1 96.5 0.4 -1.2 6.1 -0.2 0.04891
9.18 167.77 1.34 0.01298 0.03561 0.45 2.24 1.77 6.47 8.89 -25.2 -47.1 72.0 0.1 -1.9 3.9 -0.7 0.05429
2.16 116.67 12.26 0.09884 0.00034 0.01 4.75 7.80 6.77 9.09 -65.8 -6.2 -1.1 -0.0 0.2 -0.2 0.1 0.05287
5.54 16.84 12.80 0.03382 0.01954 0.45 7.97 7.80 7.10 9.52 -61.9 34.6 -91.4 -0.2 1.7 -4.2 -0.3 0.04903
2.09 51.40 5.66 0.11611 0.00084 0.59 5.89 8.47 6.53 8.87 19.5 4.2 -12.0 0.1 0.0 -0.5 -0.1 0.05363
2.16 60.34 1.68 0.13582 0.02740 0.84 2.63 5.72 6.30 8.74 -25.3 82.0 -82.2 -0.6 4.1 -4.2 0.6 0.05220
8.85 11.21 2.75 0.15273 0.00912 0.22 5.63 8.07 6.66 9.01 -59.0 6.2 43.4 -0.0 0.3 2.0 0.3 0.05527
1.64 30.44 6.20 0.08525 0.04026 0.21 6.92 8.31 6.44 8.85 19.9 -260.1 45.2 -0.0 -12.7 1.5 0.1 0.04190
3.22 9.78 13.15 0.00831 0.04440 0.95 1.12 7.06 7.09 9.40 -74.4 -26.9 -115.8 0.1 -1.1 -5.7 0.6 0.04364
4.47 80.15 6.12 0.09832 0.02177 0.70 9.09 1.25 6.38 8.84 13.5 27.8 85.1 -0.3 1.2 3.7 0.2 0.04845
1.31 29.76 7.58 0.18007 0.04670 0.52 9.21 8.83 6.39 8.84 16.5 143.1 -211.5 0.2 7.0 -8.8 0.7 0.04311
9.58 61.14 11.42 0.08734 0.00433 0.85 5.61 6.57 7.45 9.66 -64.7 -19.8 -7.7 -0.1 -0.3 -0.8 0.4 0.04652
9.35 99.56 10.50 0.17909 0.02453 0.10 0.59 2.12 6.81 9.19 9.9 -77.7 12.4 0.0 -3.3 0.1 -0.4 0.05425
0.31 122.09 14.46 0.04515 0.03809 0.10 3.81 6.12 7.21 9.38 16.6 -51.4 41.4 0.0 -1.5 1.6 -0.1 0.05288
2.11 45.31 4.29 0.17425 0.04387 0.55 5.08 2.45 6.52 8.80 -0.4 -43.8 -7.0 0.2 -1.9 -0.5 0.4 0.04586
4.20 118.02 7.30 0.11719 0.01926 0.13 9.71 6.95 6.35 8.83 66.8 -15.5 -12.2 0.1 -0.9 -0.7 -1.4 0.05035
0.32 75.21 4.77 0.01071 0.02694 0.41 2.68 6.94 6.45 8.81 -2.6 -22.7 -31.0 0.1 -1.1 -1.0 -0.0 0.04567
3.34 37.14 4.73 0.03732 0.01143 0.83 1.46 7.00 6.51 8.86 -9.8 -1.3 -0.1 -0.2 0.4 -0.4 0.8 0.04653
9.69 99.78 9.39 0.03337 0.02584 0.38 0.13 4.34 6.77 9.13 -76.4 -69.6 -164.8 0.1 -3.8 -7.7 0.5 0.04593
1.02 83.89 4.35 0.07121 0.04355 0.92 0.05 0.49 6.26 8.71 -26.1 -48.1 -147.9 -0.0 -2.3 -6.6 2.0 0.04981
9.77 167.81 10.11 0.08929 0.02485 0.96 1.05 7.93 6.62 8.88 57.4 81.6 20.0 -0.5 4.2 0.8 -1.3 0.04524
8.00 51.25 1.95 0.05412 0.03511 0.53 5.60 5.56 6.55 8.92 13.6 32.7 18.8 -0.0 2.6 0.7 0.1 0.05562
2.40 126.77 1.02 0.00855 0.04882 0.68 6.95 7.30 6.27 8.74 25.1 182.8 8.1 0.3 8.4 -0.1 0.3 0.04431
2.97 170.35 1.89 0.10707 0.01732 0.13 3.33 9.82 6.37 8.73 27.0 -47.3 -20.1 0.1 -2.2 -0.8 0.5 0.05358
2.74 46.18 9.06 0.18654 0.01535 0.90 3.73 5.95 6.86 9.09 -45.1 20.1 -25.8 0.1 0.8 -1.2 0.7 0.04499
2.06 165.69 12.53 0.00192 0.00052 0.20 2.78 8.76 6.66 9.02 -39.7 3.3 -1.0 -0.0 0.6 -0.1 0.4 0.04197
0.20 14.29 2.64 0.19752 0.02183 0.07 9.16 7.64 6.53 8.76 7.5 -65.6 48.5 0.0 -3.2 2.5 -0.2 0.04757
1.71 166.91 2.13 0.10487 0.00719 0.39 3.34 6.19 6.43 8.75 -14.1 -5.7 -17.9 0.1 -0.4 -1.1 -0.2 0.05214
4.27 152.52 4.40 0.01322 0.03668 0.07 1.36 9.85 6.39 8.77 8.0 -120.6 62.7 -0.0 -4.6 2.0 -0.4 0.04923
4.06 152.55 5.43 0.11072 0.01754 0.58 6.48 1.86 6.36 8.73 22.5 70.5 -9.9 -0.1 3.0 -0.5 0.4 0.04346
9.84 4.17 10.04 0.03184 0.04166 0.22 4.24 0.71 7.15 9.68 -99.0 -168.2 48.0 0.0 -8.0 3.4 -0.2 0.04750
6.16 49.82 6.10 0.15260 0.02673 0.14 8.78 1.62 6.48 8.92 -20.3 -39.1 -35.8 0.0 -1.5 -1.3 0.5 0.05367
1.66 103.10 10.37 0.01678 0.02534 0.88 8.34 5.01 6.71 8.99 -12.4 17.6 15.3 -0.3 1.0 0.6 -0.0 0.04964
8.20 153.25 6.43 0.02518 0.01727 0.79 4.59 8.92 6.65 8.86 9.2 42.0 -84.5 0.5 2.4 -4.2 0.3 0.04509
0.02 73.20 2.05 0.01816 0.04265 0.99 0.24 3.38 6.38 8.75 36.5 -63.5 13.8 0.3 -2.2 0.6 -0.8 0.04323
4.83 140.76 0.10 0.07890 0.03530 0.46 3.98 3.49 6.37 8.78 44.0 -88.2 44.4 0.2 -4.4 2.0 0.4 0.04160
4.56 128.43 6.78 0.19771 0.02836 0.33 7.94 8.37 6.69 8.88 -15.4 35.0 26.7 0.0 1.3 1.4 -0.3 0.05580
7.10 165.95 8.00 0.08040 0.03058 0.70 8.69 4.38 6.40 8.76 39.7 -213.0 11.8 0.6 -10.8 1.3 0.6 0.04448
2.82 162.36 9.27 0.04305 0.00150 0.43 8.72 2.55 6.38 8.80 34.3 5.6 -8.3 -0.0 0.3 -0.4 0.3 0.04644
4.68 16.64 0.26 0.05083 0.00736 0.13 8.83 4.75 6.59 8.81 -39.6 20.2 -2.8 0.0 1.0 -0.3 -0.2 0.05537
1.66 132.01 5.45 0.15546 0.01281 0.93 4.42 0.61 6.51 8.80 29.7 2.3 -8.1 0.2 0.5 -0.3 0.2 0.05129
7.94 54.34 3.37 0.10690 0.04555 0.42 0.45 5.61 6.87 9.13 16.0 -195.0 162.6 -0.0 -10.0 7.9 -3.0 0.05024
1.43 36.62 9.45 0.14422 0.04251 0.15 6.68 4.30 6.48 8.94 -59.4 52.5 -194.5 0.0 3.1 -10.4 0.3 0.05170
4.57 165.14 7.98 0.08803 0.04724 0.25 0.80 3.15 6.50 8.80 -8.8 -6.5 114.5 -0.1 -0.9 6.0 -0.5 0.05520
1.51 53.88 8.86 0.12373 0.00083 0.85 5.55 4.50 6.86 9.04 -29.8 -4.4 5.2 0.4 -0.0 0.1 -1.2 0.04905
3.25 148.58 3.54 0.02485 0.03777 0.14 8.79 7.27 6.44 8.77 -33.4 -78.1 10.2 -0.0 -4.1 -0.1 0.1 0.05564
5.37 68.63 3.49 0.11373 0.02374 0.51 2.93 4.54 6.53 8.85 25.3 -148.8 -40.0 -0.2 -7.0 -2.2 0.8 0.04050
3.30 59.27 14.09 0.10279 0.04696 0.73 8.13 3.70 6.84 9.27 -16.2 -146.8 5.9 0.2 -5.7 -0.2 0.5 0.04326
2.32 108.79 9.61 0.03654 0.00035 0.10 9.70 7.56 6.73 8.94 -56.6 -0.7 1.7 -0.0 -0.1 0.0 0.4 0.04439
7.09 100.61 13.85 0.15798 0.00575 0.46 3.88 0.44 6.76 9.24 -33.0 2.9 -14.5 0.1 0.6 -0.6 0.1 0.05168
9.22 81.62 9.98 0.03211 0.04857 0.29 2.41 7.80 6.95 9.35 -82.5 -11.2 -112.6 0.1 -2.2 -5.2 0.0 0.04799
4.18 146.92 0.25 0.15718 0.04858 0.03 4.65 5.55 6.42 8.79 22.5 174.4 87.5 -0.0 8.1 4.2 -0.4 0.04277
6.74 140.70 10.62 0.08205 0.04810 0.33 9.93 3.97 6.39 8.85 64.7 -131.1 73.8 -0.0 -6.5 3.4 -0.2 0.05244
5.90 92.54 2.21 0.03190 0.02952 0.59 1.76 5.41 6.54 8.85 -14.2 -54.2 14.0 0.1 -2.8 -0.0 0.2 0.04471
4.92 103.74 1.59 0.07578 0.01103 0.14 2.68 2.73 6.38 8.77 14.9 1.0 22.3 -0.1 0.0 1.2 0.5 0.04660
2.52 137.63 6.25 0.13705 0.02973 0.46 1.87 0.61 6.32 8.79 -44.5 -105.7 77.3 -0.1 -5.1 3.6 -0.4 0.05358
7.18 160.88 10.30 0.18143 0.04986 0.62 9.52 0.44 6.35 8.72 -80.5 -139.1 135.3 0.2 -6.8 7.7 2.3 0.04988
3.01 114.11 11.71 0.12454 0.04595 0.63 6.37 9.70 6.56 9.02 17.3 -67.3 -31.2 -0.1 -2.3 -2.6 0.5 0.05166
4.93 64.72 9.36 0.03001 0.00383 0.15 0.44 7.15 6.65 9.11 10.9 -1.8 -7.0 0.1 0.0 -0.4 0.3 0.04264
7.74 175.69 7.14 0.01058 0.02792 0.47 1.50 2.10 6.35 8.72 -41.9 -148.4 -110.8 0.1 -7.7 -5.1 0.7 0.04057
0.25 35.10 5.88 0.18275 0.04329 0.93 0.95 1.28 6.41 8.84 51.6 -110.0 -117.4 0.0 -5.4 -4.7 -0.1 0.05209
4.31 122.88 14.66 0.13387 0.00721 0.64 7.31 4.53 6.71 9.09 -8.5 9.3 -19.5 0.4 0.7 -0.8 0.7 0.05324
4.46 119.61 4.59 0.07469 0.01704 0.98 6.34 9.29 6.46 8.82 -59.0 35.2 -12.8 0.1 1.6 -0.9 0.7 0.04499
7.89 11.69 12.87 0.04136 0.02679 0.35 7.77 4.64 7.83 9.87 -83.5 -140.0 -51.7 0.0 -6.0 -4.1 0.5 0.04577
4.17 125.66 7.85 0.07414 0.01629 0.42 5.56 6.55 6.55 8.85 16.4 -0.8 65.7 0.2 -0.5 3.6 -0.4 0.04587
8.79 8.31 0.41 0.14849 0.00198 0.31 5.86 0.30 6.45 8.88 -45.2 1.2 -7.7 -0.1 0.3 -0.4 0.5 0.05021
7.52 90.47 6.52 0.09620 0.04554 0.61 0.70 9.08 6.46 8.97 -69.5 -72.2 96.8 0.0 -1.2 4.0 0.6 0.05340
8.21 172.70 11.36 0.10302 0.01255 0.99 6.42 3.09 6.32 8.78 -3.5 25.4 14.7 0.4 0.9 0.3 -0.4 0.05115
9.26 156.08 3.04 0.19870 0.04725 0.36 4.94 7.43 6.47 8.87 -51.9 33.6 15.1 -0.1 2.1 -0.1 -0.3 0.04399
6.98 2.72 0.41 0.18845 0.01706 0.07 1.36 7.64 6.52 8.87 9.9 25.3 -17.2 -0.0 1.1 -1.0 -0.2 0.04377
7.80 53.58 4.85 0.13410 0.00156 0.12 7.52 5.69 6.72 9.03 -26.8 -2.8 -2.9 0.0 -0.0 -0.3 -0.3 0.04540
8.29 6.95 6.44 0.09066 0.00265 0.69 7.98 8.08 6.76 9.15 -31.0 3.0 -10.6 -0.4 0.2 -0.3 0.1 0.05362
2.62 8.92 12.67 0.19080 0.02605 0.97 2.10 5.20 6.84 9.32 -76.6 -111.4 -120.9 0.3 -5.5 -7.4 -0.6 0.05021
3.43 21.36 0.80 0.12351 0.03303 0.33 2.77 8.17 6.54 8.79 -13.3 22.6 -198.1 0.1 0.5 -9.2 0.1 0.04294
8.14 173.54 6.44 0.04492 0.01969 0.39 8.60 8.97 6.43 8.78 -37.9 -84.9 3.2 0.2 -3.7 0.1 0.3 0.04622
7.65 63.95 9.30 0.01844 0.03123 0.26 0.35 1.61 6.70 9.21 -2.3 17.6 25.5 -0.1 1.2 1.7 0.2 0.05150
7.08 37.11 4.54 0.15808 0.04556 0.86 2.51 6.84 6.72 9.06 7.7 -225.0 -44.5 -0.3 -10.8 -3.8 -0.1 0.05377
1.91 174.68 9.30 0.05096 0.01991 0.06 4.73 0.62 6.55 8.90 -3.8 -36.7 43.1 -0.0 -1.7 1.9 -0.2 0.04609
5.26 170.26 2.69 0.10970 0.01720 0.73 2.57 9.96 6.35 8.77 -27.6 -29.0 -26.1 -0.1 -1.5 -1.5 -0.9 0.04076
6.42 163.61 14.55 0.15234 0.02428 0.74 7.53 5.63 6.78 9.01 58.0 20.6 57.6 0.3 1.8 2.4 -0.9 0.04356
3.88 34.44 11.48 0.08073 0.03693 0.21 9.83 0.88 6.77 9.15 -36.3 23.3 -10.3 -0.2 2.1 -0.6 0.4 0.05326
3.58 93.36 5.49 0.11292 0.00684 0.55 4.88 3.61 6.47 8.83 -35.5 5.1 -5.9 0.1 0.5 -0.6 -0.6 0.05299
5.28 100.47 9.93 0.02421 0.03677 0.45 5.00 9.50 6.72 9.04 -23.7 65.7 46.3 -0.1 4.1 2.1 0.1 0.04417
0.77 10.34 4.51 0.09119 0.04466 0.44 1.78 6.18 6.44 8.80 -1.3 -8.2 107.6 -0.0 -0.2 4.2 -0.2 0.04550
5.91 2.71 11.91 0.19292 0.02308 0.06 9.13 4.42 6.86 9.37 -70.3 -38.4 -71.5 -0.0 -1.3 -4.1 -0.5 0.05067
5.21 147.90 12.80 0.01146 0.04411 0.12 4.80 9.26 6.54 8.96 39.3 243.9 176.4 -0.0 11.2 8.4 -0.3 0.04683
9.50 43.24 3.68 0.09277 0.03365 0.53 1.82 8.27 6.72 9.09 4.6 -45.5 -81.7 -0.1 -2.8 -4.5 0.5 0.04017
6.11 89.95 3.53 0.02427 0.01141 0.68 5.36 5.80 6.79 8.94 34.4 -44.8 3.3 0.1 -2.2 -0.0 -1.3 0.04242
5.38 47.30 10.41 0.14029 0.04873 0.92 6.40 3.06 6.77 9.23 -36.8 62.4 227.9 0.4 3.1 10.7 -1.0 0.04765
6.30 162.05 1.72 0.13271 0.01451 0.75 9.74 7.84 6.69 8.91 -12.7 -32.6 -55.7 -0.1 -1.5 -2.8 -0.9 0.05321
8.95 77.85 11.77 0.08817 0.01245 0.16 7.34 1.40 6.88 9.34 -32.3 -40.8 42.9 0.1 -1.8 1.9 0.4 0.05391
8.16 144.53 6.30 0.03713 0.04117 0.56 8.13 2.61 6.42 8.78 1.7 -53.3 -42.4 -0.0 -2.7 -1.9 0.3 0.04617
0.91 110.41 14.81 0.09659 0.04099 0.73 5.64 5.68 6.84 9.25 -54.6 -124.6 -105.3 -0.4 -6.4 -3.6 -1.1 0.04362
3.42 92.43 12.98 0.00734 0.03105 0.69 8.31 2.30 6.81 9.17 37.6 -181.5 102.6 0.1 -9.0 3.8 -1.1 0.05266
5.94 103.68 2.02 0.17070 0.04883 0.49 7.76 9.12 6.53 8.87 -7.1 6.3 -57.9 -0.2 -0.2 -2.0 0.6 0.05370
1.24 157.48 10.41 0.19120 0.01499 0.84 6.47 9.86 6.56 9.01 43.3 17.7 31.4 -0.4 0.5 1.5 -2.8 0.05019
4.76 40.82 4.06 0.08148 0.02752 0.35 9.87 9.88 6.79 8.94 17.1 27.5 -49.3 0.0 2.1 -2.9 -0.6 0.04388
3.36 91.96 1.78 0.02067 0.02521 0.66 1.93 9.21 6.60 8.84 -47.1 72.5 135.5 0.1 2.6 6.5 -0.5 0.05188
0.53 130.79 3.57 0.04132 0.04476 0.68 4.14 8.92 6.47 8.77 -18.2 72.2 -129.9 -0.0 3.5 -6.7 -0.3 0.04786
7.19 46.74 11.76 0.02502 0.01966 0.79 7.60 2.94 7.01 9.45 20.5 -19.9 42.3 -0.2 -0.3 2.1 -0.9 0.04077
0.14 53.06 10.97 0.07356 0.02838 0.73 4.90 8.68 6.72 9.10 2.4 32.5 61.3 0.2 1.7 2.3 -0.8 0.05077
9.06 86.38 9.44 0.08895 0.01269 0.73 5.50 9.67 7.03 9.23 -105.4 21.7 38.7 0.1 1.0 1.6 2.3 0.04981
3.28 147.14 0.06 0.10615 0.01813 0.58 2.94 0.41 6.24 8.66 -26.6 -19.7 -37.3 -0.0 -1.4 -1.7 2.9 0.04016
1.44 20.47 7.55 0.07671 0.03543 0.37 9.00 6.03 6.76 8.95 52.2 94.0 38.3 0.2 4.4 0.6 -0.3 0.05384
5.53 100.12 7.98 0.01615 0.04478 0.61 6.55 1.83 6.41 8.89 35.3 82.7 99.5 -0.4 3.7 4.9 0.1 0.05200
8.21 110.34 8.39 0.03640 0.00214 0.34 7.43 5.62 6.75 9.01 -56.6 1.7 0.5 0.1 0.3 -0.3 0.3 0.04899
0.83 5.64 7.37 0.18959 0.00844 0.36 4.04 5.63 6.41 8.88 24.2 21.0 -28.2 -0.2 1.0 -0.7 0.1 0.05390
2.94 104.55 4.14 0.06450 0.00070 0.35 9.31 9.59 6.40 8.77 -9.6 -0.7 8.4 -0.0 0.1 -0.0 0.4 0.05488
8.14 107.92 13.76 0.03615 0.01292 0.13 6.88 8.28 6.81 9.23 -60.4 34.5 -8.1 -0.1 2.2 -1.0 0.1 0.05350
4.79 66.97 9.91 0.14585 0.03814 0.44 3.93 5.65 7.11 9.20 -32.5 175.0 -28.4 0.1 8.8 -3.1 1.1 0.05145
9.00 43.06 6.15 0.11479 0.02123 0.39 3.17 3.04 6.78 9.20 -37.6 100.0 23.5 -0.0 6.1 1.4 -0.3 0.05499
6.78 150.83 2.46 0.12728 0.01732 0.29 2.73 2.71 6.45 8.82 -22.8 2.6 39.9 -0.0 0.3 2.3 -0.5 0.04803
3.69 1.73 2.09 0.16156 0.02014 0.03 8.12 7.19 6.35 8.77 -33.4 68.7 -31.4 0.0 3.9 -1.3 -0.6 0.05267
5.28 152.48 12.01 0.19575 0.04022 0.31 6.42 9.75 6.80 8.98 8.6 -57.9 -11.4 0.0 -3.3 -1.2 -0.0 0.04218
1.83 90.92 6.47 0.15051 0.03048 0.24 9.37 5.74 6.39 8.80 0.6 -185.0 21.0 0.1 -8.7 0.1 0.3 0.05375
5.91 132.71 3.17 0.08099 0.04522 0.06 9.76 3.24 6.37 8.81 31.1 81.8 -73.4 -0.0 3.9 -3.3 -0.1 0.04505
6.20 123.10 8.82 0.19626 0.00078 0.33 8.50 5.32 6.40 8.84 -9.3 -0.1 -5.1 0.3 0.1 -0.3 0.5 0.04534
0.06 78.12 6.33 0.16981 0.02917 0.29 1.97 5.54 6.30 8.82 4.6 49.9 -60.6 0.0 2.5 -2.9 -0.2 0.05347
3.70 107.56 6.87 0.04145 0.02017 0.52 4.51 2.44 6.72 8.91 -34.5 30.9 -15.6 0.0 1.7 -0.7 0.3 0.05244
3.39 94.97 14.99 0.08520 0.03362 0.03 6.10 0.32 6.83 9.26 2.7 -90.4 121.7 0.0 -5.2 5.3 0.1 0.05278
7.69 173.12 11.79 0.17680 0.02255 0.22 6.24 2.43 6.49 8.81 -40.2 -42.0 92.3 -0.1 -1.6 4.1 0.1 0.05279
5.74 169.76 14.41 0.08063 0.00448 0.80 3.72 6.08 6.88 9.04 -46.3 0.1 2.2 -0.3 0.3 0.2 -0.2 0.05368
7.42 60.02 14.03 0.09781 0.01229 0.70 9.53 7.07 7.04 9.50 -37.3 -0.5 -2.6 0.0 0.2 -0.4 -0.6 0.04765
1.73 21.64 6.74 0.15249 0.01892 0.13 7.01 2.88 6.33 8.84 -51.0 -20.7 -40.0 -0.0 -0.8 -2.1 0.1 0.05599
4.84 51.89 0.49 0.01742 0.00369 0.51 4.32 4.31 6.48 8.79 -56.3 25.3 -11.5 0.1 1.3 -0.6 0.4 0.05272
8.18 151.04 14.82 0.12800 0.00640 0.08 8.65 5.12 6.82 9.00 -4.6 -23.5 -4.9 0.0 -0.9 -0.8 0.1 0.04568
5.34 36.95 11.14 0.09868 0.04003 0.87 7.68 9.51 6.89 9.35 6.2 -117.6 -142.0 -0.3 -3.4 -8.5 -0.5 0.04116
1.59 79.63 13.53 0.08141 0.00517 0.76 5.70 4.27 6.87 9.23 -37.3 -11.6 5.6 -0.1 -0.2 0.2 0.2 0.04532
6.43 48.18 7.06 0.17253 0.03617 0.38 8.14 9.28 6.96 9.17 -14.6 -215.2 -159.0 -0.0 -9.9 -8.7 0.2 0.04963
9.43 146.79 1.16 0.11850 0.00369 0.53 8.70 9.52 6.78 9.06 13.1 -3.1 11.2 -0.1 -0.5 0.1 -0.4 0.04727
7.48 108.24 2.86 0.07561 0.01302 0.32 3.78 4.18 6.52 8.88 54.5 56.0 -13.1 0.0 2.9 -1.1 -0.8 0.05052
4.47 64.57 0.80 0.19821 0.01135 0.69 4.96 3.05 6.70 8.84 -28.8 -11.3 78.6 -0.0 -0.7 3.8 0.0 0.04198
1.00 140.95 10.88 0.15990 0.00251 0.54 6.93 4.24 6.42 8.93 -9.4 -6.5 -0.6 0.0 -0.2 -0.2 -0.4 0.04295
3.11 27.14 0.04 0.04803 0.01675 0.17 6.03 5.79 6.25 8.75 20.6 -27.4 27.3 -0.1 -1.4 1.6 -0.5 0.05397
1.03 14.70 7.62 0.02736 0.04562 0.02 2.77 2.57 6.48 8.92 40.6 27.5 32.8 -0.0 1.8 2.4 -0.2 0.04200
1.32 5.69 6.88 0.14880 0.02990 0.58 3.66 0.58 6.83 8.95 -39.1 191.0 -8.8 -0.1 9.8 -0.7 0.9 0.04873
1.57 116.06 4.54 0.10389 0.00405 0.25 9.24 6.13 6.36 8.76 31.4 -1.4 -5.2 -0.1 -0.3 -0.2 0.0 0.05338
2.18 48.54 12.77 0.00955 0.02600 0.70 1.06 1.32 6.98 9.28 -13.2 -24.6 -21.2 0.2 -1.0 -1.3 0.0 0.04143
1.26 59.23 1.20 0.10921 0.00696 0.92 8.12 6.47 6.54 8.79 13.8 -2.5 7.6 -0.4 -0.1 0.7 -0.5 0.04336
6.23 51.07 10.56 0.00221 0.01040 0.92 3.15 1.41 6.85 9.25 -101.5 15.6 -27.5 0.1 1.0 -1.3 1.2 0.04943
9.83 124.51 13.51 0.00542 0.04552 0.90 1.92 6.09 6.68 9.08 -76.4 117.6 -7.1 0.1 5.7 -0.8 0.9 0.04093
0.20 114.77 3.32 0.06759 0.00073 0.80 6.16 0.13 6.41 8.78 59.5 -3.5 2.7 0.4 -0.0 0.1 -0.1 0.04637
