rail_zenith[°],  wind_angle[°],  wind_speed[m/s], acc_noise[m/s²], gyro_noise[m/s²], baro_noise[m/s²], wind_gust_x[m/s], wind_gust_y[m/s], end_burn[s], used_propellant[kg], apogee_error[m], Kalman error_x[m], Kalman error_y[m], Kalman error_z[m]
8.82 119.40 6.22 0.23222 0.04706 0.12 0.35 9.94 6.82 9.11 -6.9 -6.6 -56.9 -0.1 0.2 -3.0 -1.0 0.05527
8.96 42.61 0.60 0.08604 0.02262 0.35 0.54 5.64 6.71 9.03 -19.1 -29.2 7.7 -0.4 -2.2 0.9 0.1 0.05332
0.84 66.98 8.74 0.25108 0.03881 0.72 7.30 2.61 6.73 9.01 -8.2 -34.6 -84.6 0.8 -3.0 -3.4 -0.1 0.05640
3.49 99.68 7.91 0.13522 0.02587 0.76 5.85 6.87 6.71 8.97 -30.8 167.7 113.5 0.6 8.0 5.0 1.4 0.05445
0.16 68.43 12.49 0.22818 0.01457 0.98 1.50 4.30 6.97 9.24 -43.8 47.9 67.7 -0.1 3.2 3.7 1.2 0.02321
1.40 124.67 9.79 0.04106 0.03219 0.87 2.06 8.94 6.77 9.10 14.7 -68.2 -69.6 0.1 -4.4 -3.4 -1.2 0.04929
3.05 93.02 12.88 0.12338 0.03826 0.06 4.64 8.45 7.04 9.29 -46.0 -128.8 -169.9 -0.0 -3.7 -10.3 0.5 0.02039
7.79 68.74 10.11 0.20965 0.04443 0.47 2.13 0.28 10.55 6.48 -1696.0 -129.8 -352.9 -0.0 -7.9 -21.1 0.8 0.05366
5.27 31.67 2.48 0.10349 0.02403 0.62 4.91 9.48 6.67 9.00 -2.3 -147.2 -30.8 0.3 -7.1 -1.9 -0.7 0.05358
9.38 165.46 4.16 0.20418 0.04534 0.49 2.98 8.45 6.61 8.91 -17.4 91.1 -87.0 0.0 3.6 -4.4 0.8 0.03257
9.00 15.96 3.35 0.09650 0.00165 0.65 4.22 4.63 6.87 9.23 9.2 18.8 -1.2 -0.3 0.7 -0.0 -1.6 0.05958
6.97 69.13 8.56 0.21983 0.01440 0.54 5.82 7.61 6.91 9.27 -26.7 -47.1 -89.0 -0.0 -1.8 -4.4 -0.4 0.04669
0.38 79.56 8.71 0.16417 0.03716 0.15 6.50 3.16 6.70 9.00 -8.9 -135.3 -165.8 0.1 -6.3 -8.9 0.4 0.05490
7.45 42.08 4.25 0.29481 0.03567 0.68 6.40 1.09 6.82 9.09 -16.0 -40.1 -63.0 0.1 -2.2 -3.4 -0.2 0.02224
6.57 82.17 4.65 0.01603 0.03384 0.43 8.19 5.21 6.58 8.95 -40.0 -180.4 23.2 -0.0 -9.8 2.1 1.4 0.05507
7.14 175.16 11.79 0.14982 0.02625 0.79 1.06 0.69 6.67 8.94 2.0 -104.8 -84.3 0.3 -6.3 -5.0 0.1 0.03186
7.59 157.03 12.64 0.27115 0.00131 0.92 1.31 8.15 6.76 9.03 -2.2 -9.8 -1.8 0.1 -0.1 -0.0 -0.5 0.03115
1.62 150.63 6.26 0.10586 0.00493 0.48 0.27 1.52 6.59 8.89 -11.0 2.7 -18.1 0.2 0.3 -1.0 0.5 0.03786
8.52 22.14 10.40 0.12767 0.01788 0.01 6.65 2.96 7.37 9.65 -55.2 63.4 -99.8 -0.0 3.3 -5.4 0.7 0.03542
4.04 161.57 13.21 0.23256 0.00644 0.56 2.01 5.30 6.83 9.13 -1.4 27.7 -21.9 -0.2 1.6 -1.1 -0.5 0.04815
9.52 71.39 5.83 0.26713 0.00678 0.06 2.55 3.78 10.68 5.11 -2183.8 -14.9 219.4 0.1 -7.1 12.8 -0.2 0.05928
6.36 131.20 10.27 0.10066 0.00039 0.61 3.50 3.39 6.71 9.04 11.1 -2.2 2.0 -0.1 -0.0 -0.2 -1.0 0.04854
5.65 83.40 12.62 0.17067 0.03872 0.54 0.11 0.64 7.13 9.41 -34.2 14.3 -229.1 -0.0 0.9 -13.3 -0.5 0.02342
8.63 92.89 13.16 0.09949 0.01431 0.86 9.74 0.32 7.09 9.34 -43.4 -54.8 -13.9 0.2 -2.6 -1.0 0.8 0.02470
7.88 14.46 7.84 0.10878 0.04268 0.97 0.42 9.61 7.16 9.51 -51.4 -209.9 -238.0 0.4 -11.5 -11.8 -0.1 0.04731
7.23 26.91 5.19 0.16222 0.03187 0.05 5.90 2.73 6.87 9.17 -8.6 14.9 61.6 -0.0 1.0 2.7 -0.7 0.04561
5.46 28.25 9.29 0.28594 0.04361 0.77 3.30 1.52 6.96 9.32 -46.2 310.4 -3.0 0.1 14.8 1.6 0.5 0.05734
7.77 113.58 1.24 0.01464 0.00083 0.98 1.45 2.24 6.68 8.96 -5.7 -6.0 -8.5 -0.2 -0.3 -0.4 -0.2 0.03106
4.62 11.44 5.12 0.27958 0.03178 0.03 4.46 9.01 6.76 9.05 -11.5 73.5 33.3 -0.0 4.2 1.9 0.1 0.03258
9.16 65.40 1.98 0.16912 0.04642 0.05 7.90 2.90 6.74 9.02 -30.4 43.3 -229.3 -0.0 1.7 -11.3 0.9 0.02483
1.76 141.99 0.63 0.24124 0.04962 0.77 4.54 9.82 6.55 8.90 28.2 -39.9 -95.5 0.0 -3.4 -3.1 -1.7 0.04950
8.45 13.01 7.54 0.10360 0.04534 0.52 1.08 6.15 7.22 9.49 -43.4 114.1 -150.6 -0.1 5.3 -7.6 0.2 0.02525
0.56 96.91 10.61 0.14038 0.03063 0.41 0.71 1.42 6.90 9.16 -9.3 -42.5 29.8 0.1 -2.6 1.6 -0.6 0.02207
3.56 108.59 9.33 0.12680 0.04674 0.93 4.02 2.67 6.82 9.06 -0.7 -128.2 -23.1 0.3 -6.4 -2.9 -1.0 0.03912
1.33 102.81 8.02 0.28694 0.01006 0.80 5.55 3.83 10.67 9.02 -90.6 31.3 0.7 -0.4 1.2 -0.1 -0.8 0.02918
4.47 145.39 14.18 0.20885 0.02318 0.15 3.28 9.01 6.87 9.19 -24.4 -29.7 -87.6 -0.0 -1.6 -4.4 -0.3 0.03157
2.60 133.97 7.41 0.19088 0.04347 0.75 5.25 6.80 6.67 8.92 -10.0 -20.7 -297.2 -0.5 -1.0 -14.8 0.3 0.02396
3.22 1.39 9.56 0.22533 0.01199 0.63 9.66 9.55 6.94 9.18 -26.7 80.4 -126.5 -0.4 3.5 -6.1 0.5 0.04871
8.35 4.62 14.39 0.23588 0.04628 0.75 9.34 6.28 8.08 10.08 -58.9 214.4 -141.9 -0.3 11.9 -4.7 -0.4 0.04336
7.90 157.98 13.22 0.01931 0.02970 0.40 2.92 8.59 6.81 9.05 -8.1 104.6 54.9 0.1 5.8 3.4 0.1 0.03771
7.26 94.21 7.37 0.24546 0.01872 0.65 8.66 6.22 6.86 9.12 -2.0 10.4 44.5 -0.2 -0.1 0.4 -0.4 0.02867
2.35 92.46 9.83 0.06175 0.03704 0.25 9.47 5.73 6.79 9.07 1.8 297.3 -83.0 0.0 14.5 -3.9 -0.4 0.05741
4.74 44.70 3.09 0.17364 0.04382 0.58 5.76 5.81 6.71 8.96 -1.4 170.1 186.3 0.5 8.0 9.9 -0.5 0.03230
0.09 135.92 8.44 0.07474 0.04777 0.43 0.41 9.83 6.75 9.05 -0.7 7.6 44.6 0.2 0.8 2.6 -0.8 0.03945
9.63 163.68 5.82 0.12136 0.03976 0.65 0.58 9.67 6.67 8.93 -2.7 198.6 -91.7 -0.2 11.1 -4.3 0.0 0.02460
0.30 111.61 9.53 0.07229 0.04768 0.21 3.53 7.77 6.85 9.14 32.5 149.8 -368.6 0.3 7.2 -20.2 -2.9 0.05043
2.63 56.05 1.10 0.21197 0.02669 0.40 5.47 4.86 6.61 8.88 14.6 52.0 -46.6 -0.0 2.0 -1.5 -0.8 0.04190
9.07 135.67 12.93 0.23824 0.03847 0.25 7.63 8.24 6.85 9.14 -12.1 102.8 49.5 0.1 5.9 2.5 -0.1 0.02379
3.68 23.09 13.86 0.09824 0.04363 0.94 5.83 0.99 7.24 9.56 -58.4 194.2 -127.8 -0.4 10.7 -4.8 0.8 0.03190
6.88 98.32 6.54 0.00477 0.03512 0.10 6.18 2.60 6.79 9.04 7.2 59.0 -327.7 -0.0 2.7 -15.7 -0.4 0.04607
8.50 53.35 0.54 0.26754 0.03530 0.89 7.11 2.81 6.75 9.02 14.6 91.1 69.5 0.2 4.5 3.1 -0.9 0.04017
6.00 106.50 0.73 0.26511 0.00483 0.97 1.15 9.29 10.66 8.94 -124.1 -11.9 32.6 0.0 -1.0 1.4 0.4 0.03698
8.84 20.22 14.02 0.18996 0.04626 0.98 2.89 3.68 8.48 10.25 -77.1 30.7 -371.4 0.5 2.7 -21.2 -0.6 0.02657
4.64 27.89 11.26 0.20374 0.01019 0.34 8.28 3.02 7.07 9.37 -31.1 1.2 12.5 0.3 -0.0 1.2 -0.3 0.03167
3.85 71.61 8.03 0.25175 0.03572 0.95 7.77 6.71 6.77 9.06 -6.7 -20.6 -199.4 0.3 -0.2 -11.9 -0.6 0.02254
3.96 102.94 0.81 0.05137 0.02737 0.06 2.33 2.67 6.54 8.87 11.0 -18.3 41.5 -0.0 -0.5 2.2 -0.1 0.05624
5.79 77.49 3.78 0.11106 0.01569 0.93 1.76 8.24 6.65 9.02 -12.9 -62.7 -22.5 0.3 -3.1 -1.3 0.3 0.05934
0.35 40.38 10.14 0.14962 0.04211 0.02 9.29 7.51 6.82 9.08 -5.1 245.1 262.6 0.0 11.1 13.8 0.4 0.02578
8.95 114.59 11.75 0.17469 0.00225 0.07 6.83 8.33 6.96 9.25 -37.4 3.6 10.1 0.0 0.5 0.1 0.8 0.05659
0.36 21.86 12.42 0.11481 0.02884 0.44 6.71 5.46 6.95 9.24 -30.9 -153.1 117.6 -0.2 -7.0 5.3 0.3 0.02292
3.11 55.30 1.80 0.26120 0.04108 0.44 1.09 0.33 6.60 8.89 9.6 -11.6 -44.5 -0.0 0.5 -1.7 0.2 0.03862
7.65 87.18 5.50 0.03646 0.00801 0.94 5.80 0.08 6.79 9.15 56.3 -41.6 -28.3 -0.2 -2.1 -1.6 -3.8 0.05531
9.30 148.32 14.34 0.11606 0.02451 0.11 7.48 1.38 6.66 9.00 -18.8 -49.5 -87.4 0.0 -2.3 -3.9 1.5 0.05888
4.68 119.77 14.59 0.03114 0.00614 0.05 8.16 4.64 6.87 9.18 -40.5 22.5 -6.6 -0.0 1.3 -0.9 1.0 0.03657
5.06 100.67 13.94 0.22154 0.00283 0.74 9.87 10.00 6.99 9.26 -49.3 13.2 10.4 0.9 0.7 0.4 1.8 0.05904
3.51 49.10 6.44 0.05925 0.04962 0.08 0.43 3.13 6.74 9.04 -11.4 -193.5 -250.6 0.0 -10.4 -13.4 -0.2 0.03503
5.80 18.23 10.44 0.17228 0.03370 0.46 3.18 1.47 7.23 9.52 -34.4 -41.6 -21.1 0.2 -2.6 -1.8 -0.4 0.04873
2.52 81.83 14.57 0.21863 0.03805 0.34 9.92 4.31 7.01 9.34 -12.0 129.9 -202.2 -0.1 6.3 -8.0 0.2 0.05596
3.35 131.53 2.77 0.09377 0.01206 0.81 3.70 6.91 6.65 8.94 52.7 17.0 19.0 0.0 1.3 1.3 -3.2 0.05510
4.85 151.69 14.29 0.19287 0.04757 0.26 9.90 4.10 6.83 9.09 6.0 -302.9 -288.6 -0.1 -14.7 -11.4 -0.3 0.05083
0.48 7.41 2.95 0.10252 0.00858 0.80 2.66 7.52 6.55 8.88 9.3 10.7 -9.3 -0.0 -0.1 -0.7 -0.8 0.05657
9.17 136.88 6.30 0.10882 0.03039 0.09 4.60 3.05 6.66 8.95 -3.3 -64.6 -79.0 0.0 -3.2 -3.9 0.4 0.04503
0.27 145.83 6.49 0.00818 0.00333 0.78 7.14 4.67 6.59 8.88 -21.2 -13.1 8.9 -0.1 -0.6 0.5 1.2 0.03720
4.50 111.88 14.55 0.14140 0.04412 0.24 4.88 4.58 7.01 9.32 -44.4 -19.8 -124.2 -0.1 0.5 -8.0 0.8 0.04114
1.74 19.20 7.26 0.27350 0.04649 0.59 1.61 5.92 10.64 6.73 -1441.6 -6.7 -144.3 -0.1 -0.3 -7.8 0.6 0.02250
6.53 62.64 6.22 0.29622 0.03588 0.28 1.00 7.52 6.84 9.15 -23.2 -14.7 -193.8 -0.0 0.2 -9.7 -0.0 0.03415
9.01 142.74 11.23 0.00479 0.01205 0.99 7.14 1.81 6.62 8.95 -19.8 27.5 -89.5 -0.4 1.3 -4.5 1.3 0.05996
2.94 104.40 9.99 0.17389 0.02182 0.47 5.96 2.96 6.83 9.08 -11.8 -7.0 109.8 -0.0 -0.6 5.5 0.4 0.04878
9.49 88.69 1.55 0.24364 0.02085 0.25 5.69 3.62 6.78 9.06 -5.7 -77.6 72.2 0.2 -4.6 3.6 -0.3 0.03563
1.15 10.81 12.17 0.08178 0.01944 0.47 5.37 6.89 6.96 9.31 -12.3 -72.0 -44.7 0.0 -3.1 -3.0 -1.0 0.05682
5.79 9.55 13.42 0.26035 0.03786 0.67 0.12 4.66 7.62 9.85 -59.5 -94.5 117.9 -0.1 -5.1 6.5 -0.6 0.03932
6.97 116.97 0.29 0.22485 0.03821 0.44 0.10 6.04 6.70 8.95 -13.3 -339.9 -50.9 -0.1 -17.6 -2.3 0.2 0.03666
5.85 100.37 5.33 0.00924 0.04093 0.20 2.38 5.69 6.75 9.01 1.4 87.7 -50.9 -0.1 5.9 -3.4 -0.2 0.04744
8.54 4.30 4.67 0.24583 0.04703 0.44 8.54 7.96 6.94 9.19 -13.8 322.6 23.3 0.1 19.6 -2.4 0.1 0.04097
6.95 34.56 10.62 0.04140 0.02163 0.10 1.90 0.30 7.30 9.58 -51.4 -114.1 36.7 0.0 -5.3 3.0 -0.1 0.02887
4.63 141.62 1.97 0.16291 0.00710 0.71 9.38 5.01 6.59 8.89 0.8 -77.8 -18.5 0.2 -4.1 -1.3 -0.4 0.05940
5.63 36.76 13.15 0.15195 0.04708 0.97 2.44 9.68 7.56 9.79 -89.2 141.3 75.5 0.3 5.6 5.2 1.2 0.02101
9.98 13.35 3.01 0.06767 0.02794 0.10 4.87 7.04 6.95 9.21 -47.0 -27.6 -239.9 -0.0 1.0 -14.3 1.4 0.03670
8.99 22.20 12.31 0.27278 0.04295 0.97 5.90 8.70 7.78 9.97 -53.0 -363.1 228.1 -0.7 -16.8 10.6 -0.4 0.04311
3.87 24.11 14.76 0.29704 0.02901 0.13 3.37 6.54 10.71 5.87 -2037.8 1074.9 -528.8 -0.2 84.0 -40.6 0.5 0.04740
9.33 112.48 10.76 0.05820 0.04961 0.55 2.87 2.98 6.89 9.23 8.6 -455.8 75.0 0.3 -23.1 2.1 -1.6 0.05467
2.00 8.96 2.57 0.13140 0.02199 0.37 8.90 9.61 6.61 8.87 -2.0 -174.6 146.3 0.1 -8.2 6.4 0.2 0.04708
6.80 85.43 8.52 0.28169 0.04135 0.04 0.53 8.59 6.88 9.22 -28.3 -126.5 -272.9 -0.0 -5.5 -15.0 0.8 0.04049
9.86 156.67 14.53 0.00924 0.03749 0.34 4.35 3.54 6.72 9.02 2.2 64.3 -39.8 -0.1 3.1 -2.2 0.1 0.03748
6.21 165.84 10.79 0.15030 0.04208 0.89 2.16 5.46 6.72 8.97 16.9 -45.0 36.1 0.2 -2.4 1.6 -0.9 0.02026
6.84 161.18 0.51 0.27182 0.03895 0.86 9.28 4.50 6.71 8.95 -37.9 263.8 -38.0 -0.0 13.1 -2.2 1.1 0.02520
2.94 110.12 7.04 0.21602 0.00737 0.04 7.62 9.58 6.75 8.99 -7.9 -23.7 -1.8 0.0 -1.7 0.9 -0.2 0.04339
0.38 99.28 14.22 0.06905 0.01320 0.18 8.87 7.28 6.91 9.25 -19.5 85.7 -65.8 -0.0 4.6 -4.2 0.1 0.04865
6.55 127.60 3.76 0.19810 0.03539 0.45 7.08 9.95 6.63 8.95 -11.5 -8.7 -182.4 0.1 -0.1 -10.3 0.3 0.05307
5.05 120.19 0.46 0.26734 0.00319 0.98 5.66 6.80 10.68 7.62 -884.2 58.4 10.7 0.5 2.8 0.4 1.4 0.05735
7.56 36.15 10.76 0.20180 0.01371 0.54 8.21 5.40 7.26 9.54 -48.3 -3.5 57.7 0.1 -0.2 2.4 0.4 0.02115
8.03 24.89 12.16 0.25550 0.01517 0.18 6.60 0.55 7.57 9.79 -68.3 32.3 -3.1 -0.0 1.8 0.1 0.4 0.02203
6.64 158.95 5.46 0.14529 0.01301 0.18 3.14 0.90 6.63 8.86 0.3 33.5 -3.9 -0.1 1.5 -0.4 -0.2 0.02823
3.85 98.09 0.85 0.11442 0.01910 0.61 6.20 3.58 6.67 8.90 11.9 -10.2 26.8 0.0 -0.5 1.5 -0.7 0.02870
6.19 127.98 0.81 0.19248 0.02030 0.69 1.63 1.17 6.54 8.88 -17.7 -68.9 -7.9 0.1 -2.3 -1.1 0.9 0.05388
5.87 72.06 0.07 0.17760 0.00624 0.16 8.52 6.59 6.70 8.96 8.8 21.4 -16.9 -0.0 0.8 -0.5 -0.7 0.02074
2.12 154.02 14.24 0.13688 0.00463 0.87 5.36 2.43 6.98 9.28 -3.5 20.8 -47.6 -0.1 0.8 -2.3 -1.0 0.03858
8.62 120.55 10.54 0.24550 0.00202 0.43 6.10 6.26 6.83 9.13 -7.7 15.8 -4.9 0.2 0.8 -0.6 0.3 0.04576
4.03 48.41 9.35 0.19712 0.00015 0.81 6.37 6.18 6.88 9.19 -35.8 31.7 3.2 0.2 1.2 -0.4 0.6 0.02872
7.59 109.80 10.41 0.24128 0.04623 0.69 5.59 4.03 10.68 5.79 -1902.9 675.4 -648.1 -0.3 44.8 -42.9 0.3 0.03535
2.22 67.54 7.46 0.12623 0.04310 0.25 3.14 4.88 6.67 8.99 -33.5 -285.5 416.9 -0.0 -13.6 22.6 1.6 0.05942
7.11 112.01 8.78 0.20157 0.04828 0.46 5.85 0.69 6.71 9.03 -12.2 420.7 -4.1 0.1 20.9 0.1 0.4 0.05775
0.77 25.12 0.03 0.25152 0.03406 0.68 3.46 6.65 10.51 7.63 -834.7 137.7 5.7 0.0 7.5 -0.0 0.2 0.04066
3.52 148.16 0.72 0.00345 0.04346 0.61 2.39 3.91 6.61 8.86 -2.7 22.7 196.5 0.1 1.3 9.5 0.1 0.02842
8.48 31.80 5.07 0.12277 0.04641 0.46 0.13 0.77 6.94 9.26 -24.8 -0.0 -113.4 0.3 0.5 -6.4 -0.2 0.03227
1.40 115.51 3.22 0.02839 0.00826 0.99 9.99 0.73 6.61 8.89 33.1 -21.8 -15.2 0.1 -1.3 -0.4 -1.5 0.03750
0.98 58.20 9.58 0.02457 0.04522 0.82 7.78 3.71 6.76 9.06 -7.8 -141.3 76.5 -0.3 -7.0 4.2 0.5 0.03692
7.70 4.10 0.75 0.14304 0.02087 0.45 8.91 6.37 6.66 8.98 10.5 -11.5 93.7 -0.2 -1.2 4.9 -0.7 0.04266
0.57 131.96 9.54 0.16069 0.02565 0.08 2.15 6.76 6.75 9.05 -17.6 -10.3 -58.3 0.1 0.0 -3.1 0.4 0.02623
7.35 113.15 13.16 0.13906 0.02107 0.34 4.71 8.52 7.06 9.30 -33.6 26.8 22.2 -0.1 1.9 1.4 -0.1 0.02274
4.91 46.89 9.90 0.07640 0.02601 0.37 1.34 2.63 7.05 9.34 -32.8 95.3 -76.7 0.0 5.8 -3.9 0.1 0.02597
8.98 157.19 9.48 0.01768 0.01868 0.03 3.26 8.60 6.62 8.93 -0.4 -41.1 97.9 -0.0 -1.3 4.9 0.3 0.04825
0.43 166.45 8.24 0.12677 0.03314 0.25 6.14 5.79 6.71 9.00 0.6 -97.3 -60.4 -0.1 -5.3 -3.1 -0.3 0.02930
4.50 37.98 12.05 0.05174 0.04562 0.93 7.20 6.15 7.17 9.43 -53.8 134.7 -169.3 -0.4 8.5 -9.4 0.7 0.04296
8.51 80.83 12.23 0.24125 0.01744 0.06 5.93 7.49 7.24 9.55 -36.1 -73.7 -83.2 -0.0 -3.6 -4.5 -0.8 0.04541
5.91 165.84 10.11 0.18664 0.01887 0.60 6.95 2.24 6.61 8.89 -1.6 -8.5 -92.9 -0.4 -0.9 -5.1 0.5 0.02197
1.30 25.66 10.17 0.16565 0.04352 0.87 8.45 4.53 6.78 9.08 -24.2 11.3 57.3 -0.2 -0.2 4.6 0.6 0.02684
3.72 5.15 11.31 0.09666 0.00550 0.51 3.62 1.91 7.15 9.47 -9.0 28.0 40.5 0.3 1.4 1.7 -1.1 0.05846
5.52 38.27 4.82 0.27150 0.01592 0.99 7.34 0.57 7.33 9.07 -14.0 34.5 139.6 -0.1 2.6 6.4 1.1 0.05672
4.81 167.09 10.67 0.27647 0.04873 0.41 1.85 5.65 10.74 4.95 -2196.5 219.1 514.7 0.4 19.4 62.3 -0.6 0.04121
6.46 27.58 1.46 0.01185 0.02838 0.68 5.83 1.47 6.73 8.98 5.6 -63.0 -454.1 0.4 -2.3 -23.6 0.2 0.04798
4.48 117.68 11.80 0.03138 0.01802 0.63 5.35 4.52 6.86 9.10 -36.5 -37.8 26.2 -0.1 -1.8 1.3 0.9 0.03132
0.80 169.00 9.95 0.18928 0.03725 0.15 9.44 5.16 6.72 9.01 3.1 31.0 -37.7 -0.0 2.0 -2.9 -0.7 0.02537
3.81 117.12 3.79 0.11884 0.00171 0.21 2.51 7.38 6.58 8.92 22.0 -3.2 11.9 0.0 -0.5 0.1 -1.4 0.05812
3.40 127.86 0.47 0.14803 0.00850 0.63 8.89 2.53 6.56 8.86 -9.3 34.5 -13.5 -0.1 1.6 -0.2 0.1 0.04250
1.35 20.66 7.52 0.03406 0.00976 0.98 5.59 3.81 6.74 9.05 19.6 -74.0 -5.0 0.3 -3.5 0.3 -1.7 0.03430
3.54 38.00 2.79 0.26800 0.04699 0.30 6.08 5.47 6.61 8.90 -2.0 127.4 -269.4 0.2 5.0 -14.0 0.2 0.04481
6.08 67.24 7.25 0.24771 0.00426 0.19 8.64 5.15 6.81 9.10 -18.0 10.0 -12.6 -0.1 0.2 0.3 -0.1 0.02689
6.27 8.92 0.62 0.24199 0.04239 0.77 4.48 6.80 6.69 8.95 1.7 14.8 62.4 0.4 1.5 1.7 -0.3 0.03392
1.31 136.93 5.50 0.12120 0.01263 0.49 5.92 0.23 6.64 8.89 1.8 -12.8 -15.1 0.1 -1.1 -1.1 0.1 0.04874
8.76 89.95 2.41 0.26725 0.00288 0.94 4.59 6.07 6.72 9.03 -25.0 14.7 -1.4 0.1 0.9 -0.4 1.5 0.05652
0.84 173.69 7.69 0.04790 0.03814 0.64 6.86 0.62 6.65 8.95 4.3 141.3 -88.8 -0.0 7.1 -4.4 -0.6 0.04249
6.72 47.93 13.30 0.13129 0.04493 0.79 7.01 2.40 7.44 9.71 -39.1 -237.5 -129.4 -0.5 -11.1 -10.1 -0.3 0.04589
0.42 128.49 3.95 0.03178 0.00740 0.26 1.52 0.22 6.63 8.89 10.5 23.9 -26.1 0.0 1.3 -1.4 -0.4 0.02770
2.03 42.98 9.37 0.04671 0.01654 0.72 9.59 6.38 6.85 9.09 -10.3 69.0 84.9 -0.1 3.3 3.6 0.9 0.04469
0.31 11.61 1.59 0.02760 0.01498 0.76 3.18 1.02 6.59 8.86 12.1 75.5 -27.8 0.0 3.9 -1.5 1.0 0.05873
7.40 179.41 10.47 0.28191 0.01914 0.23 3.68 5.02 6.56 8.85 -23.1 35.4 -82.4 -0.1 1.8 -4.4 2.0 0.04994
6.23 71.34 10.27 0.02568 0.00337 0.99 0.41 0.36 7.06 9.36 -10.0 1.2 -18.0 0.1 -0.1 -0.9 -1.2 0.02399
1.14 21.15 13.27 0.09649 0.01975 0.50 3.49 7.98 7.16 9.47 2.9 -136.6 -14.9 -0.2 -6.7 -1.2 -2.1 0.05485
3.13 107.79 3.09 0.28706 0.03474 0.21 2.39 3.35 6.64 8.89 10.9 -41.2 -103.8 -0.1 -2.3 -6.0 0.3 0.05908
1.56 3.34 0.05 0.16228 0.04781 0.29 2.33 2.43 6.63 8.86 15.3 5.7 0.9 -0.0 0.8 0.2 -0.9 0.02077
3.36 10.24 11.73 0.18562 0.04000 0.57 4.33 1.89 7.12 9.44 -19.9 161.9 125.0 -0.2 9.8 6.8 -0.6 0.05826
8.26 100.31 2.09 0.29456 0.00196 0.24 1.20 7.68 10.69 7.24 -1158.6 -6.8 10.1 0.1 -0.0 0.7 0.5 0.02544
2.80 25.61 4.69 0.14241 0.03541 0.69 0.49 9.30 6.74 8.97 -22.6 127.5 -227.4 -0.1 5.8 -11.3 0.3 0.03234
1.86 39.03 5.92 0.28562 0.03916 0.23 2.03 7.41 9.88 9.14 -19.7 -141.8 106.6 0.0 -7.2 6.0 1.6 0.05331
4.75 124.19 10.58 0.17429 0.00129 0.78 2.57 1.50 6.73 9.07 3.6 -4.8 22.3 1.0 -0.0 0.4 -0.7 0.04975
4.09 30.84 5.58 0.17042 0.02506 0.74 6.36 8.04 6.72 8.99 -39.7 56.2 -84.8 0.3 3.7 -4.5 1.8 0.03040
8.84 76.86 13.15 0.07629 0.02270 0.29 4.98 0.97 7.38 9.63 -54.5 167.5 9.3 0.0 7.4 0.6 0.2 0.05003
6.07 58.03 5.45 0.25691 0.02991 0.48 7.94 2.51 6.84 9.08 5.3 216.5 -46.1 0.2 11.3 -1.3 -0.2 0.04979
8.18 83.15 7.76 0.21818 0.01375 0.62 6.25 0.71 6.91 9.19 5.0 -18.6 8.3 -0.0 -0.7 0.2 -1.2 0.03222
8.19 115.57 10.97 0.09426 0.04477 0.40 6.44 5.97 6.82 9.11 -26.3 -136.9 -117.9 0.2 -6.4 -8.7 0.6 0.04631
3.30 166.64 13.75 0.04502 0.01727 0.28 3.32 5.17 6.91 9.18 -14.2 -34.6 58.4 0.2 -1.8 2.9 0.1 0.03266
1.00 138.47 4.18 0.28860 0.03320 0.49 5.31 7.51 6.88 8.94 45.1 -9.8 -25.3 0.5 -1.3 -0.4 -2.1 0.05362
7.66 109.05 8.47 0.22273 0.00716 0.06 2.54 9.53 6.88 9.12 -29.8 2.5 12.6 -0.0 -0.1 0.5 0.2 0.02743
6.86 162.55 7.95 0.12120 0.00396 0.51 8.52 8.40 6.57 8.86 -7.2 7.9 -7.5 0.3 0.4 -0.2 0.5 0.04309
8.27 175.72 1.57 0.01907 0.03101 0.92 1.23 9.63 6.72 8.98 -15.5 -81.9 -16.1 -0.3 -4.5 -0.8 -0.0 0.02740
1.86 39.94 2.24 0.15850 0.04167 0.78 2.26 2.33 6.63 8.89 14.0 -28.1 -94.5 -0.3 -1.4 -5.1 -0.6 0.02264
2.33 53.87 5.94 0.22833 0.04654 0.51 2.28 4.79 6.72 9.02 10.4 -153.3 46.9 0.3 -8.7 2.6 -0.6 0.04900
1.77 71.34 2.01 0.07622 0.01367 0.09 3.81 0.22 6.59 8.86 3.7 -4.7 -36.1 0.0 -0.2 -1.7 -0.2 0.02913
0.21 158.81 0.63 0.23828 0.01708 0.44 5.53 4.41 6.58 8.85 9.7 -20.1 -42.6 0.4 -1.1 -2.8 0.1 0.02809
8.02 110.80 1.50 0.05702 0.02981 0.66 0.97 2.10 6.66 8.97 -1.1 -192.4 21.3 -0.3 -10.1 1.2 -0.7 0.03947
5.49 16.42 11.29 0.13047 0.04106 0.10 7.78 7.87 7.21 9.50 -34.5 174.1 55.6 -0.0 7.1 3.2 0.3 0.05142
5.93 107.95 6.78 0.07431 0.03295 0.72 4.92 9.97 6.76 9.02 -17.7 33.0 58.2 0.5 1.3 2.9 0.2 0.03394
0.23 77.61 10.45 0.28456 0.01119 0.39 8.73 9.32 6.72 9.04 -25.9 -30.6 -4.3 0.1 -0.4 -0.3 1.0 0.04076
8.81 157.32 12.34 0.24874 0.00132 0.69 3.72 2.64 6.76 9.00 24.2 11.4 -41.1 0.2 0.6 -1.2 -1.1 0.04071
